|dates|Marion_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Tennessee_UnitedStates.Male_Total_Population.data|Marion_Tennessee_UnitedStates.Male_Total_Population.missing|Marion_Tennessee_UnitedStates.Female_Total_Population.data|Marion_Tennessee_UnitedStates.Female_Total_Population.missing|Marion_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5737.0|0|13960.0|0|14615.0|0|6013.0|0
