|dates|Honolulu_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Honolulu_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Honolulu_Hawaii_UnitedStates.Male_Total_Population.data|Honolulu_Hawaii_UnitedStates.Male_Total_Population.missing|Honolulu_Hawaii_UnitedStates.Female_Total_Population.data|Honolulu_Hawaii_UnitedStates.Female_Total_Population.missing|Honolulu_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Honolulu_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|173793.0|0|492574.0|0|487506.0|0|207765.0|0
