|dates|Saline_Kansas_UnitedStates.BLS_EmployedPopulation.data|Saline_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Saline_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Saline_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Saline_Kansas_UnitedStates.BLS_UnemploymentRate.data|Saline_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Saline_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Saline_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-02|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-03|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-04|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-05|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-06|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-07|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-08|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-09|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-10|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-11|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-12|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-13|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-14|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-15|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-16|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-17|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-18|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-19|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-20|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-21|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-22|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-23|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-24|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-25|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-26|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-27|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-28|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-29|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-30|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-01-31|28695.5|0|1022.0|0|3.439051064187768|0|29717.5|0
0|2020-02-01|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
0|2020-02-02|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
0|2020-02-03|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
0|2020-02-04|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
0|2020-02-05|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
0|2020-02-06|28870.0|0|1011.0|0|3.383420902914896|0|29881.0|0
