|dates|St.Helena_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Helena_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Helena_Louisiana_UnitedStates.Male_Total_Population.data|St.Helena_Louisiana_UnitedStates.Male_Total_Population.missing|St.Helena_Louisiana_UnitedStates.Female_Total_Population.data|St.Helena_Louisiana_UnitedStates.Female_Total_Population.missing|St.Helena_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Helena_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2046.0|0|4947.0|0|5315.0|0|2161.0|0
