|dates|Grant_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Louisiana_UnitedStates.Male_Total_Population.data|Grant_Louisiana_UnitedStates.Male_Total_Population.missing|Grant_Louisiana_UnitedStates.Female_Total_Population.data|Grant_Louisiana_UnitedStates.Female_Total_Population.missing|Grant_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3420.0|0|12576.0|0|9906.0|0|4744.0|0
