|dates|Ector_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ector_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ector_Texas_UnitedStates.Male_Total_Population.data|Ector_Texas_UnitedStates.Male_Total_Population.missing|Ector_Texas_UnitedStates.Female_Total_Population.data|Ector_Texas_UnitedStates.Female_Total_Population.missing|Ector_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Ector_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15760.0|0|82485.0|0|79639.0|0|48856.0|0
