|dates|Bristol_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bristol_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bristol_Virginia_UnitedStates.Male_Total_Population.data|Bristol_Virginia_UnitedStates.Male_Total_Population.missing|Bristol_Virginia_UnitedStates.Female_Total_Population.data|Bristol_Virginia_UnitedStates.Female_Total_Population.missing|Bristol_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Bristol_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3476.0|0|7811.0|0|8671.0|0|3323.0|0
