|dates|Indiana_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Indiana_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Indiana_Pennsylvania_UnitedStates.Male_Total_Population.data|Indiana_Pennsylvania_UnitedStates.Male_Total_Population.missing|Indiana_Pennsylvania_UnitedStates.Female_Total_Population.data|Indiana_Pennsylvania_UnitedStates.Female_Total_Population.missing|Indiana_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Indiana_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16480.0|0|42325.0|0|42176.0|0|15312.0|0
