|dates|McIntosh_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McIntosh_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McIntosh_Georgia_UnitedStates.Male_Total_Population.data|McIntosh_Georgia_UnitedStates.Male_Total_Population.missing|McIntosh_Georgia_UnitedStates.Female_Total_Population.data|McIntosh_Georgia_UnitedStates.Female_Total_Population.missing|McIntosh_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|McIntosh_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3828.0|0|7001.0|0|7339.0|0|2316.0|0
