|dates|White_Tennessee_UnitedStates.BLS_EmployedPopulation.data|White_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|White_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|White_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|White_Tennessee_UnitedStates.BLS_UnemploymentRate.data|White_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|White_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|White_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-02|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-03|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-04|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-05|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-06|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-07|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-08|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-09|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-10|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-11|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-12|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-13|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-14|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-15|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-16|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-17|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-18|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-19|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-20|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-21|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-22|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-23|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-24|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-25|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-26|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-27|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-28|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-29|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-30|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-01-31|11730.5|0|529.0|0|4.315021004119254|0|12259.5|0
0|2020-02-01|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-02|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-03|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-04|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-05|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-06|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-07|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-08|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-09|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-10|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-11|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-12|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-13|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-14|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-15|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-16|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-17|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-18|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-19|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-20|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-21|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-22|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-23|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-24|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-25|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-26|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-27|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-28|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-02-29|11724.5|0|508.5|0|4.156789013324614|0|12233.0|0
0|2020-03-01|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-02|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-03|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-04|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-05|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-06|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-07|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-08|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-09|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-10|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-11|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-12|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-13|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-14|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-15|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-16|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-17|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-18|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-19|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-20|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-21|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-22|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-23|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-24|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-25|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-26|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-27|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-28|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-29|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-30|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-03-31|11754.0|0|505.0|0|4.119422465127661|0|12259.0|0
0|2020-04-01|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-02|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-03|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-04|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-05|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-06|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-07|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-08|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-09|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-10|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-11|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-12|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-13|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-14|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-15|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-16|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-17|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-18|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-19|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
0|2020-04-20|9840.0|0|2058.5|0|17.300500063033155|0|11898.5|0
