|dates|Greenlee_Arizona_UnitedStates.BLS_EmployedPopulation.data|Greenlee_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Greenlee_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Greenlee_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Greenlee_Arizona_UnitedStates.BLS_UnemploymentRate.data|Greenlee_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Greenlee_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Greenlee_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-02|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-03|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-04|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-05|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-06|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-07|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-08|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-09|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-10|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-11|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-12|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-13|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-14|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-15|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-16|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-17|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-18|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-19|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-20|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-21|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-22|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-23|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-24|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-25|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-26|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-27|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-28|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-29|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-30|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-01-31|4373.5|0|173.5|0|3.815702661095228|0|4547.0|0
0|2020-02-01|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-02|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-03|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-04|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-05|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-06|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-07|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-08|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-09|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-10|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-11|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-12|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-13|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-14|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-15|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-16|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-17|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-18|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-19|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-20|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-21|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-22|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-23|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-24|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-25|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-26|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-27|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-28|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-02-29|4412.5|0|169.5|0|3.699257965953732|0|4582.0|0
0|2020-03-01|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-02|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-03|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-04|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-05|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-06|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-07|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-08|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-09|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-10|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-11|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
0|2020-03-12|4365.0|0|217.0|0|4.735923177651681|0|4582.0|0
