|dates|Jones_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_Georgia_UnitedStates.Male_Total_Population.data|Jones_Georgia_UnitedStates.Male_Total_Population.missing|Jones_Georgia_UnitedStates.Female_Total_Population.data|Jones_Georgia_UnitedStates.Female_Total_Population.missing|Jones_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5048.0|0|13847.0|0|14769.0|0|6628.0|0
