|dates|Sarpy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sarpy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sarpy_Nebraska_UnitedStates.Male_Total_Population.data|Sarpy_Nebraska_UnitedStates.Male_Total_Population.missing|Sarpy_Nebraska_UnitedStates.Female_Total_Population.data|Sarpy_Nebraska_UnitedStates.Female_Total_Population.missing|Sarpy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Sarpy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21677.0|0|92307.0|0|92152.0|0|50551.0|0
