|dates|Union_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Union_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Union_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Union_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Union_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Union_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Union_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Union_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
