|dates|Lincoln_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-02|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-03|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-04|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-05|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-06|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-07|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-08|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-09|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-10|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-11|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-12|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-13|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-14|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-15|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-16|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-17|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-18|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-19|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-20|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-21|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-22|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-23|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-24|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-25|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-26|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-27|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-28|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-29|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-30|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-01-31|2870.5|0|207.5|0|6.741390513320338|0|3078.0|0
0|2020-02-01|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-02|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-03|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-04|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-05|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-06|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-07|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-08|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-09|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-10|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-11|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-12|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-13|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-14|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-15|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
0|2020-02-16|2900.5|0|187.5|0|6.071891191709844|0|3088.0|0
