|dates|Butte_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Butte_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Butte_Idaho_UnitedStates.Male_Total_Population.data|Butte_Idaho_UnitedStates.Male_Total_Population.missing|Butte_Idaho_UnitedStates.Female_Total_Population.data|Butte_Idaho_UnitedStates.Female_Total_Population.missing|Butte_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Butte_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|612.0|0|1318.0|0|1293.0|0|626.0|0
