|dates|Campbell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Campbell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Campbell_Kentucky_UnitedStates.Male_Total_Population.data|Campbell_Kentucky_UnitedStates.Male_Total_Population.missing|Campbell_Kentucky_UnitedStates.Female_Total_Population.data|Campbell_Kentucky_UnitedStates.Female_Total_Population.missing|Campbell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Campbell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14549.0|0|45696.0|0|47456.0|0|19395.0|0
