|dates|Jasper_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Jasper_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Jasper_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Jasper_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Jasper_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Jasper_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Jasper_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Jasper_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-02|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-03|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-04|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-05|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-06|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-07|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-08|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-09|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-10|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-11|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-12|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-13|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-14|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-15|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-16|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-17|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-18|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-19|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-20|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-21|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-22|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-23|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-24|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-25|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-26|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-27|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-28|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-29|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-30|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-01-31|12481.5|0|322.5|0|2.518744142455483|0|12804.0|0
0|2020-02-01|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-02|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-03|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-04|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-05|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-06|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-07|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-08|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-09|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-10|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-11|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-12|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-13|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-14|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-15|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-16|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-17|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-18|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-19|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-20|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-21|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-22|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-23|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-24|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-25|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-26|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-27|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-28|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-02-29|12586.5|0|345.0|0|2.6679039554576036|0|12931.5|0
0|2020-03-01|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-02|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-03|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-04|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-05|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-06|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-07|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-08|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-09|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-10|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-11|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-12|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-13|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-14|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-15|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
0|2020-03-16|12439.0|0|339.0|0|2.65299733917671|0|12778.0|0
