|dates|Itasca_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Itasca_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Itasca_Minnesota_UnitedStates.Male_Total_Population.data|Itasca_Minnesota_UnitedStates.Male_Total_Population.missing|Itasca_Minnesota_UnitedStates.Female_Total_Population.data|Itasca_Minnesota_UnitedStates.Female_Total_Population.missing|Itasca_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Itasca_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10593.0|0|22797.0|0|22311.0|0|9370.0|0
