|dates|Phelps_Missouri_UnitedStates.BLS_EmployedPopulation.data|Phelps_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Phelps_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Phelps_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Phelps_Missouri_UnitedStates.BLS_UnemploymentRate.data|Phelps_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Phelps_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Phelps_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|19385.0|0|767.0|0|3.8060738388249304|0|20152.0|0
