|dates|Livingston_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Livingston_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Livingston_Kentucky_UnitedStates.Male_Total_Population.data|Livingston_Kentucky_UnitedStates.Male_Total_Population.missing|Livingston_Kentucky_UnitedStates.Female_Total_Population.data|Livingston_Kentucky_UnitedStates.Female_Total_Population.missing|Livingston_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Livingston_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2006.0|0|4540.0|0|4702.0|0|1883.0|0
