|dates|Washington_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Minnesota_UnitedStates.Male_Total_Population.data|Washington_Minnesota_UnitedStates.Male_Total_Population.missing|Washington_Minnesota_UnitedStates.Female_Total_Population.data|Washington_Minnesota_UnitedStates.Female_Total_Population.missing|Washington_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38906.0|0|128076.0|0|131125.0|0|63678.0|0
