|dates|Macoupin_Illinois_UnitedStates.BLS_EmployedPopulation.data|Macoupin_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Macoupin_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Macoupin_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Macoupin_Illinois_UnitedStates.BLS_UnemploymentRate.data|Macoupin_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Macoupin_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Macoupin_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-02|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-03|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-04|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-05|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-06|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-07|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-08|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-09|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-10|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-11|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-12|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-13|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-14|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-15|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-16|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-17|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-18|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-19|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-20|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-21|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-22|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-23|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-24|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-25|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-26|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-27|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-28|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-29|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-30|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-01-31|21796.5|0|929.0|0|4.087918857670898|0|22725.5|0
0|2020-02-01|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-02|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-03|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-04|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-05|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-06|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-07|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-08|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-09|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-10|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-11|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-12|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-13|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-14|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-15|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-16|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-17|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-18|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-19|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-20|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-21|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-22|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-23|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-24|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-25|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-26|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-27|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-28|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-02-29|21746.0|0|804.0|0|3.565410199556541|0|22550.0|0
0|2020-03-01|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-02|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-03|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-04|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-05|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-06|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-07|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-08|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-09|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-10|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-11|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-12|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-13|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-14|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-15|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-16|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-17|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-18|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-19|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-20|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-21|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-22|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-23|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-24|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-25|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-26|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-27|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-28|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-29|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-30|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-03-31|21073.5|0|772.0|0|3.5339085852921652|0|21845.5|0
0|2020-04-01|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-02|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-03|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-04|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-05|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-06|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-07|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-08|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-09|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-10|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-11|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-12|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-13|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-14|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-15|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-16|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-17|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-18|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-19|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-20|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-21|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-22|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-23|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-24|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-25|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-26|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-27|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-28|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-29|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
0|2020-04-30|17688.5|0|2860.5|0|13.920385420215096|0|20549.0|0
