|dates|Shoshone_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shoshone_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shoshone_Idaho_UnitedStates.Male_Total_Population.data|Shoshone_Idaho_UnitedStates.Male_Total_Population.missing|Shoshone_Idaho_UnitedStates.Female_Total_Population.data|Shoshone_Idaho_UnitedStates.Female_Total_Population.missing|Shoshone_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Shoshone_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2923.0|0|6422.0|0|6374.0|0|2630.0|0
