|dates|Dunn_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dunn_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dunn_NorthDakota_UnitedStates.Male_Total_Population.data|Dunn_NorthDakota_UnitedStates.Male_Total_Population.missing|Dunn_NorthDakota_UnitedStates.Female_Total_Population.data|Dunn_NorthDakota_UnitedStates.Female_Total_Population.missing|Dunn_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Dunn_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-01-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-02-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-03-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-04-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-05-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-06-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-07-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-01|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-02|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-03|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-04|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-05|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-06|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-07|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-08|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-09|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-10|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-11|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-12|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-13|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-14|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-15|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-16|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-17|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-18|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-19|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-20|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-21|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-22|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-23|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-24|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-25|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-26|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-27|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-28|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-29|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-30|690.0|0|2306.0|0|2026.0|0|1032.0|0
0|2020-08-31|690.0|0|2306.0|0|2026.0|0|1032.0|0
