|dates|Huron_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Huron_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Huron_Michigan_UnitedStates.Male_Total_Population.data|Huron_Michigan_UnitedStates.Male_Total_Population.missing|Huron_Michigan_UnitedStates.Female_Total_Population.data|Huron_Michigan_UnitedStates.Female_Total_Population.missing|Huron_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Huron_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7813.0|0|15439.0|0|15727.0|0|6005.0|0
