|dates|ManassasPark_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ManassasPark_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ManassasPark_Virginia_UnitedStates.Male_Total_Population.data|ManassasPark_Virginia_UnitedStates.Male_Total_Population.missing|ManassasPark_Virginia_UnitedStates.Female_Total_Population.data|ManassasPark_Virginia_UnitedStates.Female_Total_Population.missing|ManassasPark_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|ManassasPark_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1384.0|0|8910.0|0|8397.0|0|3918.0|0
