|dates|Blaine_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blaine_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blaine_Montana_UnitedStates.Male_Total_Population.data|Blaine_Montana_UnitedStates.Male_Total_Population.missing|Blaine_Montana_UnitedStates.Female_Total_Population.data|Blaine_Montana_UnitedStates.Female_Total_Population.missing|Blaine_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Blaine_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1049.0|0|3420.0|0|3387.0|0|2015.0|0
