|dates|Summit_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Summit_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Summit_Ohio_UnitedStates.Male_Total_Population.data|Summit_Ohio_UnitedStates.Male_Total_Population.missing|Summit_Ohio_UnitedStates.Female_Total_Population.data|Summit_Ohio_UnitedStates.Female_Total_Population.missing|Summit_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Summit_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|97232.0|0|262912.0|0|279006.0|0|113228.0|0
