|dates|Isabella_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Isabella_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Isabella_Michigan_UnitedStates.Male_Total_Population.data|Isabella_Michigan_UnitedStates.Male_Total_Population.missing|Isabella_Michigan_UnitedStates.Female_Total_Population.data|Isabella_Michigan_UnitedStates.Female_Total_Population.missing|Isabella_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Isabella_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8909.0|0|34331.0|0|36231.0|0|12146.0|0
