|dates|JoDaviess_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JoDaviess_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JoDaviess_Illinois_UnitedStates.Male_Total_Population.data|JoDaviess_Illinois_UnitedStates.Male_Total_Population.missing|JoDaviess_Illinois_UnitedStates.Female_Total_Population.data|JoDaviess_Illinois_UnitedStates.Female_Total_Population.missing|JoDaviess_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|JoDaviess_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6004.0|0|10692.0|0|10674.0|0|4017.0|0
