|dates|SantaRosa_Florida_UnitedStates.BLS_EmployedPopulation.data|SantaRosa_Florida_UnitedStates.BLS_EmployedPopulation.missing|SantaRosa_Florida_UnitedStates.BLS_UnemployedPopulation.data|SantaRosa_Florida_UnitedStates.BLS_UnemployedPopulation.missing|SantaRosa_Florida_UnitedStates.BLS_UnemploymentRate.data|SantaRosa_Florida_UnitedStates.BLS_UnemploymentRate.missing|SantaRosa_Florida_UnitedStates.BLS_LaborForcePopulation.data|SantaRosa_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-02|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-03|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-04|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-05|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-06|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-07|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-08|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-09|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-10|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-11|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-12|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-13|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-14|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-15|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-16|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-17|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-18|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-19|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-20|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-21|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-22|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-23|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-24|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-25|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-26|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-27|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-28|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-29|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-30|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-01-31|80884.0|0|2718.5|0|3.2516970186298257|0|83602.5|0
0|2020-02-01|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-02|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-03|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-04|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-05|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-06|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-07|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-08|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-09|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-10|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-11|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-12|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-13|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-14|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-15|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-16|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-17|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-18|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-19|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-20|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-21|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-22|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-23|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-24|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-25|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-26|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-27|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-28|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-02-29|81681.0|0|2448.0|0|2.909817066647648|0|84129.0|0
0|2020-03-01|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-02|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-03|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-04|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-05|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-06|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-07|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-08|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-09|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-10|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-11|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-12|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-13|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-14|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-15|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-16|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-17|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-18|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-19|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-20|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-21|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-22|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-23|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-24|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-25|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-26|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-27|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-28|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-29|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-30|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-03-31|81119.5|0|3695.0|0|4.35656638900188|0|84814.5|0
0|2020-04-01|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-02|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-03|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-04|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-05|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-06|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-07|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-08|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-09|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-10|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-11|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-12|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-13|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-14|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-15|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-16|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-17|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-18|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-19|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-20|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-21|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-22|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-23|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-24|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-25|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-26|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-27|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-28|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-29|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-04-30|69516.5|0|8124.5|0|10.464187735861207|0|77641.0|0
0|2020-05-01|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-02|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-03|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-04|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-05|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-06|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-07|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-08|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-09|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-10|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
0|2020-05-11|73452.0|0|7135.0|0|8.853785349994416|0|80587.0|0
