|dates|Decatur_Indiana_UnitedStates.AveragePrecipitationTotal.data|Decatur_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Decatur_Indiana_UnitedStates.AveragePrecipitation.data|Decatur_Indiana_UnitedStates.AveragePrecipitation.missing|Decatur_Indiana_UnitedStates.AverageWindDirection.data|Decatur_Indiana_UnitedStates.AverageWindDirection.missing|Decatur_Indiana_UnitedStates.AverageWindSpeed.data|Decatur_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-03-10|0.0|0|0.0|0|238.88888888888889|0|13.944444444444443|0
0|2020-03-11|0.0|0|0.0|0|105.1388888888889|0|5.229166666666667|0
0|2020-03-12|0.0|0|0.0|0|121.25|0|5.875|0
0|2020-03-13|0.0|0|0.0|0|222.5|0|9.458333333333334|0
0|2020-03-14|0.0|0|0.0|0|78.70833333333333|0|7.666666666666667|0
0|2020-03-15|0.0|0|0.0|0|106.90277777777779|0|10.166666666666666|0
0|2020-03-16|0.0|0|0.0|0|90.83333333333333|0|3.0833333333333335|0
0|2020-03-17|0.0|0|0.0|0|231.66666666666666|0|6.75|0
0|2020-03-18|0.0|0|0.0|0|162.91666666666666|0|6.118055555555556|0
0|2020-03-19|0.0|0|0.0|0|181.25|0|8.847222222222223|0
0|2020-03-20|0.0|0|0.0|0|237.63888888888889|0|17.625|0
0|2020-03-21|0.0|0|0.0|0|59.02777777777777|0|11.805555555555557|0
0|2020-03-22|0.0|0|0.0|0|65.55555555555556|0|6.986111111111111|0
0|2020-03-23|0.0|0|0.0|0|189.375|0|6.798611111111112|0
0|2020-03-24|0.0|0|0.0|0|65.55555555555556|0|9.847222222222223|0
0|2020-03-25|0.0|0|0.0|0|113.8888888888889|0|6.958333333333333|0
0|2020-03-26|0.0|0|0.0|0|179.44444444444443|0|8.472222222222223|0
0|2020-03-27|0.0|0|0.0|0|114.30555555555554|0|6.083333333333333|0
0|2020-03-28|0.0|0|0.0|0|154.86111111111111|0|9.069444444444445|0
0|2020-03-29|0.0|0|0.0|0|218.05555555555554|0|19.38888888888889|0
0|2020-03-30|0.0|0|0.0|0|234.30555555555554|0|12.569444444444445|0
0|2020-03-31|0.0|0|0.0|0|195.69444444444443|0|8.73611111111111|0
0|2020-04-01|0.0|0|0.0|0|253.19444444444443|0|7.402777777777779|0
0|2020-04-02|0.0|0|0.0|0|17.083333333333332|0|2.1666666666666665|0
0|2020-04-03|0.0|0|0.0|0|43.05555555555555|0|2.361111111111111|0
0|2020-04-04|0.0|0|0.0|0|197.91666666666666|0|6.208333333333333|0
0|2020-04-05|0.0|0|0.0|0|187.5|0|7.104166666666667|0
0|2020-04-06|0.0|0|0.0|0|50.833333333333336|0|3.694444444444444|0
0|2020-04-07|0.0|0|0.0|0|163.33333333333334|0|9.097222222222223|0
0|2020-04-08|0.0|0|0.0|0|206.5972222222222|0|9.256944444444445|0
0|2020-04-09|0.0|0|0.0|0|309.72222222222223|0|19.36111111111111|0
0|2020-04-10|0.0|0|0.0|0|302.77777777777777|0|11.694444444444445|0
0|2020-04-11|0.0|0|0.0|0|181.94444444444446|0|7.972222222222222|0
0|2020-04-12|0.0|0|0.0|0|170.83333333333334|0|10.0|0
0|2020-04-13|0.0|0|0.0|0|253.99305555555554|0|12.409722222222221|0
0|2020-04-14|0.0|0|0.0|0|253.75|0|8.444444444444445|0
0|2020-04-15|0.0|0|0.0|0|268.19444444444446|0|12.152777777777777|0
0|2020-04-16|0.0|0|0.0|0|192.5|0|5.722222222222222|0
0|2020-04-17|0.0|0|0.0|0|185.9722222222222|0|10.444444444444445|0
0|2020-04-18|0.0|0|0.0|0|212.91666666666666|0|10.625|0
0|2020-04-19|0.0|0|0.0|0|171.80555555555554|0|6.069444444444444|0
0|2020-04-20|0.0|0|0.0|0|118.125|0|4.576388888888889|0
0|2020-04-21|0.0|0|0.0|0|259.30555555555554|0|12.041666666666666|0
0|2020-04-22|0.0|0|0.0|0|128.75|0|7.333333333333333|0
0|2020-04-23|0.0|0|0.0|0|113.33333333333333|0|6.708333333333333|0
0|2020-04-24|0.0|0|0.0|0|95.83333333333333|0|3.9305555555555554|0
0|2020-04-25|0.0|0|0.0|0|102.43055555555556|0|8.229166666666666|0
0|2020-04-26|0.0|0|0.0|0|248.47222222222226|0|15.430555555555555|0
0|2020-04-27|0.0|0|0.0|0|195.55555555555554|0|9.38888888888889|0
0|2020-04-28|0.0|0|0.0|0|189.58333333333334|0|11.520833333333334|0
0|2020-04-29|0.0|0|0.0|0|202.2222222222222|0|12.180555555555555|0
0|2020-04-30|0.0|0|0.0|0|267.5|0|12.277777777777777|0
0|2020-05-01|0.0|0|0.0|0|198.33333333333334|0|6.638888888888888|0
0|2020-05-02|0.0|0|0.0|0|188.05555555555557|0|10.333333333333334|0
0|2020-05-03|0.0|0|0.0|0|195.0|0|6.166666666666667|0
0|2020-05-04|0.0|0|0.0|0|168.33333333333334|0|7.291666666666667|0
0|2020-05-05|0.0|0|0.0|0|107.22222222222223|0|9.847222222222223|0
0|2020-05-06|0.0|0|0.0|0|328.6111111111111|0|10.416666666666666|0
0|2020-05-07|0.0|0|0.0|0|266.80555555555554|0|9.402777777777777|0
0|2020-05-08|0.0|0|0.0|0|298.19444444444446|0|11.791666666666666|0
0|2020-05-09|0.0|0|0.0|0|285.4166666666667|0|6.652777777777778|0
0|2020-05-10|0.0|0|0.0|0|242.5|0|13.986111111111112|0
0|2020-05-11|0.0|0|0.0|0|236.66666666666666|0|11.097222222222223|0
0|2020-05-12|0.0|0|0.0|0|70.83333333333333|0|1.9166666666666667|0
0|2020-05-13|0.0|0|0.0|0|90.83333333333333|0|6.625|0
0|2020-05-14|0.0|0|0.0|0|148.47222222222223|0|8.652777777777777|0
0|2020-05-15|0.0|0|0.0|0|146.11111111111111|0|8.583333333333334|0
0|2020-05-16|0.0|0|0.0|0|63.541666666666664|0|5.097222222222222|0
0|2020-05-17|0.0|0|0.0|0|138.47222222222223|0|9.166666666666666|0
0|2020-05-18|0.0|0|0.0|0|88.68055555555556|0|3.1388888888888893|0
0|2020-05-19|0.0|0|0.0|0|101.52777777777777|0|6.138888888888889|0
0|2020-05-20|0.0|0|0.0|0|85.27777777777777|0|12.083333333333334|0
0|2020-05-21|0.0|0|0.0|0|70.97222222222223|0|6.305555555555556|0
0|2020-05-22|0.0|0|0.0|0|34.166666666666664|0|1.1041666666666667|0
0|2020-05-23|0.0|0|0.0|0|92.91666666666667|0|5.458333333333333|0
0|2020-05-24|0.0|0|0.0|0|144.16666666666666|0|6.416666666666667|0
0|2020-05-25|0.0|0|0.0|0|166.38888888888889|0|6.4444444444444455|0
0|2020-05-26|0.0|0|0.0|0|153.19444444444443|0|6.152777777777779|0
0|2020-05-27|0.0|0|0.0|0|139.79166666666666|0|7.763888888888889|0
0|2020-05-28|0.0|0|0.0|0|143.88888888888889|0|7.229166666666667|0
0|2020-05-29|0.0|0|0.0|0|219.44444444444446|0|9.152777777777779|0
0|2020-05-30|0.0|0|0.0|0|160.0|0|5.541666666666667|0
0|2020-05-31|0.0|0|0.0|0|53.333333333333336|0|5.8055555555555545|0
0|2020-06-01|0.0|0|0.0|0|117.22222222222223|0|4.458333333333333|0
0|2020-06-02|0.0|0|0.0|0|213.88888888888889|0|8.916666666666666|0
0|2020-06-03|0.0|0|0.0|0|230.2777777777778|0|10.069444444444445|0
0|2020-06-04|0.0|0|0.0|0|172.36111111111111|0|6.75|0
0|2020-06-05|0.0|0|0.0|0|222.1527777777778|0|5.756944444444444|0
0|2020-06-06|0.0|0|0.0|0|283.88888888888886|0|6.25|0
0|2020-06-07|0.0|0|0.0|0|163.19444444444443|0|7.722222222222222|0
0|2020-06-08|0.0|0|0.0|0|103.8888888888889|0|12.833333333333334|0
0|2020-06-09|0.0|0|0.0|0|149.95833333333334|0|14.319444444444443|0
0|2020-06-10|0.0|0|0.0|0|201.11111111111111|0|17.319444444444446|0
0|2020-06-11|0.0|0|0.0|0|272.9166666666667|0|10.861111111111112|0
0|2020-06-12|0.0|0|0.0|0|184.7222222222222|0|6.055555555555556|0
0|2020-06-13|0.0|0|0.0|0|37.916666666666664|0|7.416666666666667|0
0|2020-06-14|0.0|0|0.0|0|56.38888888888889|0|8.916666666666666|0
0|2020-06-15|0.0|0|0.0|0|115.55555555555556|0|7.013888888888889|0
0|2020-06-16|0.0|0|0.0|0|68.75|0|4.625|0
0|2020-06-17|0.0|0|0.0|0|98.33333333333333|0|5.027777777777778|0
0|2020-06-18|0.0|0|0.0|0|43.333333333333336|0|1.0833333333333333|0
0|2020-06-19|0.0|0|0.0|0|141.25|0|2.7916666666666665|0
0|2020-06-20|0.0|0|0.0|0|202.2222222222222|0|5.125|0
0|2020-06-21|0.0|0|0.0|0|95.69444444444444|0|2.680555555555556|0
0|2020-06-22|0.0|0|0.0|0|140.20833333333334|0|6.333333333333333|0
0|2020-06-23|0.0|0|0.0|0|255.76388888888889|0|8.527777777777777|0
0|2020-06-24|0.0|0|0.0|0|267.63888888888886|0|5.833333333333333|0
0|2020-06-25|0.0|0|0.0|0|168.19444444444446|0|3.875|0
0|2020-06-26|0.0|0|0.0|0|152.91666666666666|0|7.930555555555556|0
0|2020-06-27|0.0|0|0.0|0|169.79166666666666|0|7.0694444444444455|0
0|2020-06-28|0.0|0|0.0|0|72.08333333333333|0|2.888888888888889|0
0|2020-06-29|0.0|0|0.0|0|47.083333333333336|0|1.75|0
0|2020-06-30|0.0|0|0.0|0|158.05555555555557|0|4.958333333333333|0
0|2020-07-01|0.0|0|0.0|0|89.375|0|1.6875|0
0|2020-07-02|0.0|0|0.0|0|23.611111111111114|0|4.277777777777778|0
0|2020-07-03|0.0|0|0.0|0|18.88888888888889|0|3.361111111111111|0
0|2020-07-04|0.0|0|0.0|0|77.91666666666667|0|2.4583333333333335|0
0|2020-07-05|0.0|0|0.0|0|127.6388888888889|0|2.944444444444444|0
0|2020-07-06|0.0|0|0.0|0|79.16666666666667|0|3.875|0
0|2020-07-07|0.0|0|0.0|0|64.44444444444444|0|3.0277777777777772|0
0|2020-07-08|0.0|0|0.0|0|69.375|0|2.2291666666666665|0
0|2020-07-09|0.0|0|0.0|0|100.0|0|4.125|0
0|2020-07-10|0.0|0|0.0|0|238.33333333333334|0|9.777777777777777|0
0|2020-07-11|0.0|0|0.0|0|215.2777777777778|0|7.236111111111111|0
0|2020-07-12|0.0|0|0.0|0|87.08333333333333|0|3.375|0
0|2020-07-13|0.0|0|0.0|0|130.41666666666666|0|3.5833333333333335|0
0|2020-07-14|0.0|0|0.0|0|39.72222222222222|0|2.125|0
0|2020-07-15|0.0|0|0.0|0|101.25|0|4.708333333333333|0
0|2020-07-16|0.0|0|0.0|0|188.33333333333334|0|5.777777777777778|0
0|2020-07-17|0.0|0|0.0|0|53.333333333333336|0|2.125|0
0|2020-07-18|0.0|0|0.0|0|127.5|0|5.645833333333333|0
0|2020-07-19|0.0|0|0.0|0|186.38888888888889|0|6.958333333333333|0
0|2020-07-20|0.0|0|0.0|0|29.166666666666668|0|0.4583333333333333|0
0|2020-07-21|0.0|0|0.0|0|66.25|0|2.4166666666666665|0
0|2020-07-22|0.0|0|0.0|0|133.75|0|5.277777777777778|0
0|2020-07-23|0.0|0|0.0|0|173.75|0|5.097222222222222|0
0|2020-07-24|0.0|0|0.0|0|40.833333333333336|0|0.7083333333333334|0
0|2020-07-25|0.0|0|0.0|0|57.5|0|1.25|0
0|2020-07-26|0.0|0|0.0|0|87.91666666666667|0|2.4583333333333335|0
0|2020-07-27|0.0|0|0.0|0|226.73611111111111|0|7.986111111111111|0
0|2020-07-28|0.0|0|0.0|0|158.75|0|3.111111111111111|0
0|2020-07-29|0.0|0|0.0|0|79.58333333333333|0|1.5|0
0|2020-07-30|0.0|0|0.0|0|35.416666666666664|0|4.055555555555555|0
0|2020-07-31|0.0|0|0.0|0|31.111111111111114|0|4.652777777777778|0
0|2020-08-01|0.0|0|0.0|0|50.833333333333336|0|1.0|0
0|2020-08-02|0.0|0|0.0|0|146.04166666666666|0|5.9375|0
0|2020-08-03|0.0|0|0.0|0|80.1388888888889|0|1.7916666666666667|0
0|2020-08-04|0.0|0|0.0|0|230.41666666666666|0|3.9791666666666665|0
0|2020-08-05|0.0|0|0.0|0|136.5277777777778|0|3.0694444444444446|0
0|2020-08-06|0.0|0|0.0|0|34.166666666666664|0|1.0833333333333333|0
0|2020-08-07|0.0|0|0.0|0|18.194444444444443|0|2.430555555555556|0
0|2020-08-08|0.0|0|0.0|0|25.833333333333332|0|1.125|0
0|2020-08-09|0.0|0|0.0|0|92.91666666666667|0|3.3333333333333335|0
0|2020-08-10|0.0|0|0.0|0|184.16666666666666|0|7.517361111111112|0
0|2020-08-11|0.0|0|0.0|0|146.11111111111111|0|2.375|0
0|2020-08-12|0.0|0|0.0|0|104.8611111111111|0|1.75|0
0|2020-08-13|0.0|0|0.0|0|16.52777777777778|0|1.625|0
0|2020-08-14|0.0|0|0.0|0|47.22222222222223|0|1.625|0
0|2020-08-15|0.0|0|0.0|0|17.5|0|0.4166666666666667|0
0|2020-08-16|0.0|0|0.0|0|190.0|0|5.645833333333333|0
0|2020-08-17|0.0|0|0.0|0|137.2222222222222|0|4.041666666666667|0
0|2020-08-18|0.0|0|0.0|0|25.625|0|4.25|0
0|2020-08-19|0.0|0|0.0|0|58.75|0|3.819444444444444|0
0|2020-08-20|0.0|0|0.0|0|32.36111111111111|0|2.5833333333333335|0
0|2020-08-21|0.0|0|0.0|0|23.75|0|1.25|0
0|2020-08-22|0.0|0|0.0|0|3.75|0|0.3333333333333333|0
0|2020-08-23|0.0|0|0.0|0|45.416666666666664|0|1.7916666666666667|0
0|2020-08-24|0.0|0|0.0|0|143.88888888888889|0|5.4444444444444455|0
0|2020-08-25|0.0|0|0.0|0|133.125|0|2.9444444444444446|0
0|2020-08-26|0.0|0|0.0|0|108.75|0|4.166666666666667|0
0|2020-08-27|0.0|0|0.0|0|169.86111111111111|0|5.555555555555556|0
0|2020-08-28|0.0|0|0.0|0|132.29166666666666|0|6.263888888888888|0
0|2020-08-29|0.0|0|0.0|0|244.0277777777778|0|8.041666666666666|0
0|2020-08-30|0.0|0|0.0|0|126.52777777777779|0|4.402777777777778|0
0|2020-08-31|0.0|0|0.0|0|79.44444444444444|0|3.111111111111111|0
0|2020-09-01|0.0|0|0.0|0|87.29166666666667|0|3.5833333333333335|0
0|2020-09-02|0.0|0|0.0|0|188.4027777777778|0|5.916666666666667|0
0|2020-09-03|0.0|0|0.0|0|137.29166666666666|0|5.895833333333333|0
0|2020-09-04|0.0|0|0.0|0|157.08333333333334|0|4.638888888888889|0
0|2020-09-05|0.0|0|0.0|0|97.5|0|3.4583333333333335|0
0|2020-09-06|0.0|0|0.0|0|103.33333333333333|0|4.916666666666667|0
0|2020-09-07|0.0|0|0.0|0|198.4722222222222|0|11.069444444444443|0
0|2020-09-08|0.0|0|0.0|0|106.52777777777779|0|4.430555555555556|0
0|2020-09-09|0.0|0|0.0|0|19.583333333333332|0|1.0416666666666667|0
0|2020-09-10|0.0|0|0.0|0|163.75|0|3.75|0
0|2020-09-11|0.0|0|0.0|0|52.77777777777778|0|6.375|0
0|2020-09-12|0.0|0|0.0|0|125.55555555555556|0|5.305555555555556|0
0|2020-09-13|0.0|0|0.0|0|161.11111111111111|0|4.680555555555556|0
0|2020-09-14|0.0|0|0.0|0|50.27777777777778|0|6.694444444444444|0
0|2020-09-15|0.0|0|0.0|0|38.88888888888889|0|2.5416666666666665|0
0|2020-09-16|0.0|0|0.0|0|7.916666666666667|0|0.125|0
0|2020-09-17|0.0|0|0.0|0|75.83333333333333|0|5.5|0
0|2020-09-18|0.0|0|0.0|0|115.41666666666667|0|12.055555555555555|0
0|2020-09-19|0.0|0|0.0|0|38.75|0|6.430555555555556|0
0|2020-09-20|0.0|0|0.0|0|32.916666666666664|0|4.375|0
0|2020-09-21|0.0|0|0.0|0|38.333333333333336|0|2.0|0
0|2020-09-22|0.0|0|0.0|0|42.083333333333336|0|0.8333333333333334|0
0|2020-09-23|0.0|0|0.0|0|50.0|0|0.9166666666666666|0
0|2020-09-24|0.0|0|0.0|0|37.083333333333336|0|1.4583333333333333|0
0|2020-09-25|0.0|0|0.0|0|49.583333333333336|0|1.8194444444444446|0
0|2020-09-26|0.0|0|0.0|0|123.75|0|6.958333333333333|0
0|2020-09-27|0.0|0|0.0|0|178.4722222222222|0|9.222222222222223|0
0|2020-09-28|0.0|0|0.0|0|179.375|0|4.277777777777778|0
0|2020-09-29|0.0|0|0.0|0|198.61111111111111|0|5.416666666666667|0
0|2020-09-30|0.0|0|0.0|0|261.52777777777777|0|10.75|0
0|2020-10-01|0.0|0|0.0|0|255.7638888888889|0|10.125|0
0|2020-10-02|0.0|0|0.0|0|154.0277777777778|0|3.5416666666666665|0
0|2020-10-03|0.0|0|0.0|0|84.02777777777779|0|2.736111111111111|0
0|2020-10-04|0.0|0|0.0|0|135.97222222222223|0|4.236111111111112|0
0|2020-10-05|0.0|0|0.0|0|60.416666666666664|0|2.0833333333333335|0
0|2020-10-06|0.0|0|0.0|0|133.75|0|6.5|0
0|2020-10-07|0.0|0|0.0|0|165.9722222222222|0|6.875|0
0|2020-10-08|0.0|0|0.0|0|12.083333333333334|0|0.3194444444444445|0
0|2020-10-09|0.0|0|0.0|0|113.33333333333333|0|7.333333333333333|0
0|2020-10-10|0.0|0|0.0|0|137.08333333333334|0|7.791666666666667|0
0|2020-10-11|0.0|0|0.0|0|47.708333333333336|0|5.916666666666667|0
0|2020-10-12|0.0|0|0.0|0|179.5138888888889|0|10.083333333333334|0
0|2020-10-13|0.0|0|0.0|0|152.2222222222222|0|5.180555555555556|0
0|2020-10-14|0.0|0|0.0|0|121.66666666666667|0|8.833333333333334|0
0|2020-10-15|0.0|0|0.0|0|197.63888888888889|0|7.9444444444444455|0
0|2020-10-16|0.0|0|0.0|0|150.9722222222222|0|4.680555555555556|0
0|2020-10-17|0.0|0|0.0|0|99.58333333333333|0|7.5|0
0|2020-10-18|0.0|0|0.0|0|182.1527777777778|0|11.298611111111112|0
0|2020-10-19|0.0|0|0.0|0|90.20833333333333|0|7.291666666666667|0
0|2020-10-20|0.0|0|0.0|0|76.04166666666667|0|6.520833333333333|0
0|2020-10-21|0.0|0|0.0|0|105.06944444444444|0|3.4444444444444446|0
0|2020-10-22|0.0|0|0.0|0|70.41666666666667|0|3.7916666666666665|0
0|2020-10-23|0.0|0|0.0|0|173.81944444444446|0|10.0625|0
0|2020-10-24|0.0|0|0.0|0|139.16666666666666|0|11.416666666666666|0
0|2020-10-25|0.0|0|0.0|0|46.65277777777778|0|7.8125|0
0|2020-10-26|0.0|0|0.0|0|172.5|0|3.25|0
0|2020-10-27|0.0|0|0.0|0|95.0|0|1.3194444444444444|0
0|2020-10-28|0.0|0|0.0|0|16.25|0|0.875|0
0|2020-10-29|0.0|0|0.0|0|116.875|0|7.125|0
0|2020-10-30|0.0|0|0.0|0|198.75|0|5.763888888888888|0
0|2020-10-31|0.0|0|0.0|0|61.25|0|3.6666666666666665|0
0|2020-11-01|0.0|0|0.0|0|222.34722222222226|0|13.347222222222223|0
0|2020-11-02|0.0|0|0.0|0|237.2222222222222|0|7.916666666666667|0
0|2020-11-03|0.0|0|0.0|0|195.41666666666666|0|7.680555555555556|0
0|2020-11-04|0.0|0|0.0|0|149.44444444444446|0|8.569444444444445|0
0|2020-11-05|0.0|0|0.0|0|108.75|0|5.638888888888888|0
0|2020-11-06|0.0|0|0.0|0|57.5|0|2.7916666666666665|0
0|2020-11-07|0.0|0|0.0|0|27.5|0|1.0416666666666667|0
0|2020-11-08|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-11-09|0.0|0|0.0|0|55.208333333333336|0|3.1875|0
0|2020-11-10|0.0|0|0.0|0|134.86111111111111|0|9.402777777777777|0
0|2020-11-11|0.0|0|0.0|0|241.80555555555554|0|10.347222222222221|0
0|2020-11-12|0.0|0|0.0|0|8.472222222222223|0|1.9444444444444446|0
0|2020-11-13|0.0|0|0.0|0|124.58333333333333|0|4.125|0
0|2020-11-14|0.0|0|0.0|0|64.79166666666667|0|3.4583333333333335|0
0|2020-11-15|0.0|0|0.0|0|170.0|0|13.555555555555557|0
0|2020-11-16|0.0|0|0.0|0|227.91666666666666|0|11.861111111111112|0
0|2020-11-17|0.0|0|0.0|0|205.2777777777778|0|10.013888888888888|0
0|2020-11-18|0.0|0|0.0|0|111.66666666666667|0|7.875|0
0|2020-11-19|0.0|0|0.0|0|185.2777777777778|0|15.944444444444445|0
0|2020-11-20|0.0|0|0.0|0|192.7777777777778|0|9.597222222222221|0
0|2020-11-21|0.0|0|0.0|0|87.63888888888887|0|5.916666666666667|0
0|2020-11-22|0.0|0|0.0|0|215.13888888888889|0|8.916666666666666|0
0|2020-11-23|0.0|0|0.0|0|146.5277777777778|0|3.0|0
0|2020-11-24|0.0|0|0.0|0|73.61111111111111|0|4.472222222222222|0
0|2020-11-25|0.0|0|0.0|0|174.375|0|12.645833333333334|0
0|2020-11-26|0.0|0|0.0|0|221.25|0|8.625|0
0|2020-11-27|0.0|0|0.0|0|174.30555555555554|0|4.236111111111112|0
0|2020-11-28|0.0|0|0.0|0|110.27777777777777|0|2.9027777777777772|0
0|2020-11-29|0.0|0|0.0|0|40.0|0|0.875|0
0|2020-11-30|0.0|0|0.0|0|233.19444444444443|0|13.111111111111109|0
0|2020-12-01|0.0|0|0.0|0|285.1388888888889|0|12.847222222222223|0
0|2020-12-02|0.0|0|0.0|0|80.69444444444444|0|1.7916666666666667|0
0|2020-12-03|0.0|0|0.0|0|89.58333333333333|0|3.1666666666666665|0
0|2020-12-04|0.0|0|0.0|0|174.375|0|5.013888888888889|0
0|2020-12-05|0.0|0|0.0|0|145.69444444444446|0|4.041666666666667|0
