|dates|Pottawatomie_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pottawatomie_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pottawatomie_Kansas_UnitedStates.Male_Total_Population.data|Pottawatomie_Kansas_UnitedStates.Male_Total_Population.missing|Pottawatomie_Kansas_UnitedStates.Female_Total_Population.data|Pottawatomie_Kansas_UnitedStates.Female_Total_Population.missing|Pottawatomie_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pottawatomie_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3463.0|0|12063.0|0|12214.0|0|7073.0|0
