|dates|Cleburne_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleburne_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleburne_Alabama_UnitedStates.Male_Total_Population.data|Cleburne_Alabama_UnitedStates.Male_Total_Population.missing|Cleburne_Alabama_UnitedStates.Female_Total_Population.data|Cleburne_Alabama_UnitedStates.Female_Total_Population.missing|Cleburne_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Cleburne_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2915.0|0|7421.0|0|7566.0|0|3412.0|0
