|dates|Orleans_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orleans_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orleans_Louisiana_UnitedStates.Male_Total_Population.data|Orleans_Louisiana_UnitedStates.Male_Total_Population.missing|Orleans_Louisiana_UnitedStates.Female_Total_Population.data|Orleans_Louisiana_UnitedStates.Female_Total_Population.missing|Orleans_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Orleans_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|57760.0|0|185068.0|0|205938.0|0|78086.0|0
