|dates|Walsh_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Walsh_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Walsh_NorthDakota_UnitedStates.Male_Total_Population.data|Walsh_NorthDakota_UnitedStates.Male_Total_Population.missing|Walsh_NorthDakota_UnitedStates.Female_Total_Population.data|Walsh_NorthDakota_UnitedStates.Female_Total_Population.missing|Walsh_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Walsh_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2262.0|0|5460.0|0|5207.0|0|2421.0|0
