|dates|Grundy_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grundy_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grundy_Illinois_UnitedStates.Male_Total_Population.data|Grundy_Illinois_UnitedStates.Male_Total_Population.missing|Grundy_Illinois_UnitedStates.Female_Total_Population.data|Grundy_Illinois_UnitedStates.Female_Total_Population.missing|Grundy_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Grundy_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7173.0|0|25422.0|0|25550.0|0|12902.0|0
