|dates|Ochiltree_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ochiltree_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ochiltree_Texas_UnitedStates.Male_Total_Population.data|Ochiltree_Texas_UnitedStates.Male_Total_Population.missing|Ochiltree_Texas_UnitedStates.Female_Total_Population.data|Ochiltree_Texas_UnitedStates.Female_Total_Population.missing|Ochiltree_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Ochiltree_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1108.0|0|5030.0|0|4917.0|0|3151.0|0
