|dates|Racine_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Racine_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Racine_Wisconsin_UnitedStates.Male_Total_Population.data|Racine_Wisconsin_UnitedStates.Male_Total_Population.missing|Racine_Wisconsin_UnitedStates.Female_Total_Population.data|Racine_Wisconsin_UnitedStates.Female_Total_Population.missing|Racine_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Racine_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|32460.0|0|97314.0|0|99270.0|0|45351.0|0
