|dates|Flathead_Montana_UnitedStates.BLS_EmployedPopulation.data|Flathead_Montana_UnitedStates.BLS_EmployedPopulation.missing|Flathead_Montana_UnitedStates.BLS_UnemployedPopulation.data|Flathead_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Flathead_Montana_UnitedStates.BLS_UnemploymentRate.data|Flathead_Montana_UnitedStates.BLS_UnemploymentRate.missing|Flathead_Montana_UnitedStates.BLS_LaborForcePopulation.data|Flathead_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-02|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-03|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-04|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-05|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-06|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-07|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-08|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-09|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-10|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-11|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-12|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-13|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-14|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-15|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-16|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-17|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-18|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-19|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-20|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-21|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-22|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-23|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-24|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-25|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-26|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-27|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-28|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-29|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-30|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-01-31|44979.5|0|3221.0|0|6.6825032935343|0|48200.5|0
0|2020-02-01|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-02|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-03|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-04|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-05|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-06|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-07|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-08|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-09|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-10|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-11|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-12|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-13|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-14|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-15|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-16|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-17|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-18|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
0|2020-02-19|45266.5|0|2987.0|0|6.1902245432973775|0|48253.5|0
