|dates|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Colorado_UnitedStates.NYT_ConfirmedCases.data|SanJuan_Colorado_UnitedStates.NYT_ConfirmedCases.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|86.0|0|0.0|100|0.0|0|0.0|100
