|dates|Weld_Colorado_UnitedStates.BLS_EmployedPopulation.data|Weld_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Weld_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Weld_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Weld_Colorado_UnitedStates.BLS_UnemploymentRate.data|Weld_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Weld_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Weld_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-02|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-03|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-04|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-05|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-06|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-07|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-08|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-09|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-10|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-11|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-12|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-13|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-14|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-15|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-16|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-17|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-18|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-19|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-20|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-21|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-22|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-23|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-24|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-25|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-26|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-27|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-28|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-29|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-30|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-01-31|165350.5|0|4729.5|0|2.780750235183443|0|170080.0|0
0|2020-02-01|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-02|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-03|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-04|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-05|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-06|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-07|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-08|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-09|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-10|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-11|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-12|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-13|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-14|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-15|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-16|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-17|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-18|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
0|2020-02-19|166494.0|0|4871.0|0|2.842470749569632|0|171365.0|0
