|dates|Mississippi_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mississippi_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mississippi_Arkansas_UnitedStates.Male_Total_Population.data|Mississippi_Arkansas_UnitedStates.Male_Total_Population.missing|Mississippi_Arkansas_UnitedStates.Female_Total_Population.data|Mississippi_Arkansas_UnitedStates.Female_Total_Population.missing|Mississippi_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Mississippi_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6100.0|0|20077.0|0|21162.0|0|10745.0|0
