|dates|Marion_Indiana_UnitedStates.AveragePrecipitationTotal.data|Marion_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Marion_Indiana_UnitedStates.AveragePrecipitation.data|Marion_Indiana_UnitedStates.AveragePrecipitation.missing|Marion_Indiana_UnitedStates.AverageWindDirection.data|Marion_Indiana_UnitedStates.AverageWindDirection.missing|Marion_Indiana_UnitedStates.AverageWindSpeed.data|Marion_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|222.1875|0|11.447916666666666|0
0|2020-01-02|0.0|0|0.0|0|174.84375|0|8.385416666666666|0
0|2020-01-03|0.0|0|0.0|0|176.25|0|3.375|0
0|2020-01-04|0.0|0|0.0|0|302.9166666666667|0|11.161458333333334|0
0|2020-01-05|0.0|0|0.0|0|239.63541666666666|0|13.427083333333334|0
0|2020-01-06|0.0|0|0.0|0|184.27083333333334|0|5.802083333333333|0
0|2020-01-07|0.0|0|0.0|0|176.40625|0|8.817708333333334|0
0|2020-01-08|0.0|0|0.0|0|215.41666666666666|0|9.255208333333334|0
0|2020-01-09|0.0|0|0.0|0|163.80208333333334|0|11.703125|0
0|2020-01-10|0.0|0|0.0|0|182.76041666666666|0|10.5625|0
0|2020-01-11|0.0|0|0.0|0|229.42708333333334|0|13.328125|0
0|2020-01-12|0.0|0|0.0|0|195.83333333333334|0|6.5625|0
0|2020-01-13|0.0|0|0.0|0|179.375|0|6.916666666666667|0
0|2020-01-14|0.0|0|0.0|0|170.52083333333334|0|6.375|0
0|2020-01-15|0.0|0|0.0|0|161.61458333333334|0|7.307291666666667|0
0|2020-01-16|0.0|0|0.0|0|306.6666666666667|0|13.166666666666666|0
0|2020-01-17|0.0|0|0.0|0|93.80208333333333|0|10.953125|0
0|2020-01-18|0.0|0|0.0|0|216.40625|0|17.921875|0
0|2020-01-19|0.0|0|0.0|0|286.875|0|16.885416666666668|0
0|2020-01-20|0.0|0|0.0|0|275.46875|0|6.223958333333333|0
0|2020-01-21|0.0|0|0.0|0|105.88541666666667|0|2.5208333333333335|0
0|2020-01-22|0.0|0|0.0|0|164.63541666666666|0|6.875|0
0|2020-01-23|0.0|0|0.0|0|148.80208333333334|0|7.84375|0
0|2020-01-24|0.0|0|0.0|0|165.625|0|6.505208333333333|0
0|2020-01-25|0.0|0|0.0|0|239.89583333333334|0|12.453125|0
0|2020-01-26|0.0|0|0.0|0|235.36458333333334|0|8.921875|0
0|2020-01-27|0.0|0|0.0|0|302.8645833333333|0|5.885416666666667|0
0|2020-01-28|0.0|0|0.0|0|160.15625|0|2.9010416666666665|0
0|2020-01-29|0.0|0|0.0|0|56.25|0|3.9947916666666665|0
0|2020-01-30|0.0|0|0.0|0|57.5|0|2.3854166666666665|0
0|2020-01-31|0.0|0|0.0|0|83.28125|0|3.0989583333333335|0
0|2020-02-01|0.0|0|0.0|0|183.90625|0|9.088541666666666|0
0|2020-02-02|0.0|0|0.0|0|238.28125|0|15.359375|0
