|dates|Jefferson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Missouri_UnitedStates.Male_Total_Population.data|Jefferson_Missouri_UnitedStates.Male_Total_Population.missing|Jefferson_Missouri_UnitedStates.Female_Total_Population.data|Jefferson_Missouri_UnitedStates.Female_Total_Population.missing|Jefferson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33636.0|0|111370.0|0|112977.0|0|51958.0|0
