|dates|Iron_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iron_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iron_Missouri_UnitedStates.Male_Total_Population.data|Iron_Missouri_UnitedStates.Male_Total_Population.missing|Iron_Missouri_UnitedStates.Female_Total_Population.data|Iron_Missouri_UnitedStates.Female_Total_Population.missing|Iron_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Iron_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2177.0|0|5069.0|0|5108.0|0|2131.0|0
