|dates|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|79070.0|0|0.0|100|1115.0|0|0.0|100
