|dates|St.Tammany_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Tammany_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Tammany_Louisiana_UnitedStates.Male_Total_Population.data|St.Tammany_Louisiana_UnitedStates.Male_Total_Population.missing|St.Tammany_Louisiana_UnitedStates.Female_Total_Population.data|St.Tammany_Louisiana_UnitedStates.Female_Total_Population.missing|St.Tammany_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Tammany_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|43694.0|0|125280.0|0|132831.0|0|61917.0|0
