|dates|Becker_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Becker_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Becker_Minnesota_UnitedStates.Male_Total_Population.data|Becker_Minnesota_UnitedStates.Male_Total_Population.missing|Becker_Minnesota_UnitedStates.Female_Total_Population.data|Becker_Minnesota_UnitedStates.Female_Total_Population.missing|Becker_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Becker_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7052.0|0|17140.0|0|17231.0|0|8391.0|0
