|dates|Antrim_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Antrim_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Antrim_Michigan_UnitedStates.Male_Total_Population.data|Antrim_Michigan_UnitedStates.Male_Total_Population.missing|Antrim_Michigan_UnitedStates.Female_Total_Population.data|Antrim_Michigan_UnitedStates.Female_Total_Population.missing|Antrim_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Antrim_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6342.0|0|11617.0|0|11748.0|0|4239.0|0
