|dates|Hamilton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Nebraska_UnitedStates.Male_Total_Population.data|Hamilton_Nebraska_UnitedStates.Male_Total_Population.missing|Hamilton_Nebraska_UnitedStates.Female_Total_Population.data|Hamilton_Nebraska_UnitedStates.Female_Total_Population.missing|Hamilton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1847.0|0|4658.0|0|4622.0|0|2234.0|0
