|dates|Dillon_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dillon_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dillon_SouthCarolina_UnitedStates.Male_Total_Population.data|Dillon_SouthCarolina_UnitedStates.Male_Total_Population.missing|Dillon_SouthCarolina_UnitedStates.Female_Total_Population.data|Dillon_SouthCarolina_UnitedStates.Female_Total_Population.missing|Dillon_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Dillon_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5100.0|0|14515.0|0|16084.0|0|7743.0|0
