|dates|Henderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henderson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henderson_Tennessee_UnitedStates.Male_Total_Population.data|Henderson_Tennessee_UnitedStates.Male_Total_Population.missing|Henderson_Tennessee_UnitedStates.Female_Total_Population.data|Henderson_Tennessee_UnitedStates.Female_Total_Population.missing|Henderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Henderson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5130.0|0|13519.0|0|14328.0|0|6344.0|0
