|dates|Lander_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lander_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lander_Nevada_UnitedStates.Male_Total_Population.data|Lander_Nevada_UnitedStates.Male_Total_Population.missing|Lander_Nevada_UnitedStates.Female_Total_Population.data|Lander_Nevada_UnitedStates.Female_Total_Population.missing|Lander_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Lander_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|882.0|0|2855.0|0|2720.0|0|1482.0|0
