|dates|Mississippi_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mississippi_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mississippi_Missouri_UnitedStates.Male_Total_Population.data|Mississippi_Missouri_UnitedStates.Male_Total_Population.missing|Mississippi_Missouri_UnitedStates.Female_Total_Population.data|Mississippi_Missouri_UnitedStates.Female_Total_Population.missing|Mississippi_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Mississippi_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2372.0|0|7219.0|0|6117.0|0|2804.0|0
