|dates|Knox_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Illinois_UnitedStates.Male_Total_Population.data|Knox_Illinois_UnitedStates.Male_Total_Population.missing|Knox_Illinois_UnitedStates.Female_Total_Population.data|Knox_Illinois_UnitedStates.Female_Total_Population.missing|Knox_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10820.0|0|25273.0|0|24839.0|0|9837.0|0
