|dates|Cecil_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cecil_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cecil_Maryland_UnitedStates.Male_Total_Population.data|Cecil_Maryland_UnitedStates.Male_Total_Population.missing|Cecil_Maryland_UnitedStates.Female_Total_Population.data|Cecil_Maryland_UnitedStates.Female_Total_Population.missing|Cecil_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Cecil_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16186.0|0|51039.0|0|51787.0|0|23268.0|0
