|dates|LaPorte_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaPorte_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaPorte_Indiana_UnitedStates.Male_Total_Population.data|LaPorte_Indiana_UnitedStates.Male_Total_Population.missing|LaPorte_Indiana_UnitedStates.Female_Total_Population.data|LaPorte_Indiana_UnitedStates.Female_Total_Population.missing|LaPorte_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|LaPorte_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19692.0|0|56694.0|0|53313.0|0|23561.0|0
