|dates|St.Mary_Louisiana_UnitedStates.BLS_EmployedPopulation.data|St.Mary_Louisiana_UnitedStates.BLS_EmployedPopulation.missing|St.Mary_Louisiana_UnitedStates.BLS_UnemployedPopulation.data|St.Mary_Louisiana_UnitedStates.BLS_UnemployedPopulation.missing|St.Mary_Louisiana_UnitedStates.BLS_UnemploymentRate.data|St.Mary_Louisiana_UnitedStates.BLS_UnemploymentRate.missing|St.Mary_Louisiana_UnitedStates.BLS_LaborForcePopulation.data|St.Mary_Louisiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
