|dates|Bryan_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bryan_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bryan_Georgia_UnitedStates.Male_Total_Population.data|Bryan_Georgia_UnitedStates.Male_Total_Population.missing|Bryan_Georgia_UnitedStates.Female_Total_Population.data|Bryan_Georgia_UnitedStates.Female_Total_Population.missing|Bryan_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bryan_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4050.0|0|18795.0|0|19314.0|0|11160.0|0
