|dates|Moore_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moore_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moore_Texas_UnitedStates.Male_Total_Population.data|Moore_Texas_UnitedStates.Male_Total_Population.missing|Moore_Texas_UnitedStates.Female_Total_Population.data|Moore_Texas_UnitedStates.Female_Total_Population.missing|Moore_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Moore_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2343.0|0|11160.0|0|10325.0|0|6873.0|0
