|dates|Saratoga_NewYork_UnitedStates.AveragePrecipitationTotal.data|Saratoga_NewYork_UnitedStates.AveragePrecipitationTotal.missing|Saratoga_NewYork_UnitedStates.AveragePrecipitation.data|Saratoga_NewYork_UnitedStates.AveragePrecipitation.missing|Saratoga_NewYork_UnitedStates.AverageWindDirection.data|Saratoga_NewYork_UnitedStates.AverageWindDirection.missing|Saratoga_NewYork_UnitedStates.AverageWindSpeed.data|Saratoga_NewYork_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|174.33333333333334|0|7.958333333333333|0
