|dates|Barton_Kansas_UnitedStates.BLS_EmployedPopulation.data|Barton_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Barton_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Barton_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Barton_Kansas_UnitedStates.BLS_UnemploymentRate.data|Barton_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Barton_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Barton_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-02|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-03|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-04|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-05|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-06|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-07|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-08|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-09|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-10|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-11|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-12|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-13|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-14|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-15|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-16|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-17|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-18|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-19|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-20|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-21|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-22|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-23|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-24|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-25|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-26|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-27|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-28|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-29|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-30|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-01-31|12912.5|0|490.0|0|3.6560343219548592|0|13402.5|0
0|2020-02-01|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-02|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-03|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-04|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-05|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-06|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-07|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-08|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-09|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-10|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-11|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-12|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
0|2020-02-13|13090.5|0|497.0|0|3.657773689052438|0|13587.5|0
